school_year,busbreakdown_id,run_type,bus_no,route_number,reason,schools_serviced,occurred_on,created_on,boro,bus_company_name,number_of_students_on_the_bus,has_contractor_notified_schools,has_contractor_notified_parents,have_you_alerted_opt,informed_on,last_updated_on,breakdown_or_running_late,school_age_or_prek,how_long_delayed,incident_number
2015-2016,1229639,Special Ed AM Run,NI-2105,K218,Won`t Start,19007,2015-11-16T07:04:00.000,2015-11-16T07:06:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",0,Yes,Yes,No,2015-11-16T07:06:00.000,2015-11-16T07:33:43.000,Running Late,School-Age,40 MINS,
2017-2018,1423936,General Ed AM Run,26265,K3367,Heavy Traffic,"20259,21013",2018-03-26T06:31:00.000,2018-03-26T06:32:00.000,Brooklyn,SNT BUS INC,0,Yes,No,No,2018-03-26T06:32:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,0-15 Min,
2017-2018,1423959,Special Ed AM Run,2100,X001,Heavy Traffic,"07723,07794",2018-03-26T06:36:00.000,2018-03-26T06:39:00.000,Bronx,PIONEER TRANSPORTATION CORP,1,Yes,No,No,2018-03-26T06:39:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,0-15 Min,
2015-2016,1215513,Pre-K/EI,9319,3,Heavy Traffic,C178,2015-09-17T08:10:00.000,2015-09-17T08:13:00.000,Bronx,"G.V.C., LTD.",15,Yes,Yes,Yes,2015-09-17T08:13:00.000,2015-09-17T08:13:12.000,Running Late,Pre-K,5 minutes,
2015-2016,1215748,Special Ed AM Run,2016,Q092,Heavy Traffic,24087,2015-09-18T07:12:00.000,2015-09-18T07:17:00.000,Queens,EMPIRE CHARTER SERVICE IN,1,Yes,Yes,No,2015-09-18T07:17:00.000,2015-09-18T07:17:16.000,Running Late,School-Age,20 min,
2015-2016,1226220,Special Ed PM Run,1502,K026,Delayed by School,17005,2015-10-29T14:40:00.000,2015-10-29T14:50:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",4,Yes,Yes,No,2015-10-29T14:50:00.000,2015-10-29T14:50:10.000,Running Late,School-Age,,
2015-2016,1229640,Special Ed AM Run,5856D,Q346,Won`t Start,24009,2015-11-16T07:01:00.000,2015-11-16T07:06:00.000,Queens,LORINDA ENT. LTD.,0,Yes,No,No,2015-11-16T07:06:00.000,2015-11-16T07:06:38.000,Running Late,School-Age,45MIN,
2015-2016,1229645,Special Ed AM Run,1836,L015,Heavy Traffic,18002,2015-11-16T19:08:00.000,2015-11-16T07:09:00.000,Brooklyn,B & F SKILLED INC.(B2192),1,Yes,Yes,No,2015-11-16T07:09:00.000,2015-11-16T07:35:26.000,Running Late,School-Age,20mins,
2015-2016,1229646,Special Ed AM Run,2008,L541,Heavy Traffic,13265,2015-11-16T07:08:00.000,2015-11-16T07:09:00.000,Brooklyn,"RELIANT TRANS, INC. (B232",2,Yes,No,Yes,2015-11-16T07:09:00.000,2015-11-16T07:09:32.000,Running Late,School-Age,20 MIN,
2015-2016,1229657,General Ed AM Run,21776,M1075,Heavy Traffic,03334,2015-11-16T07:00:00.000,2015-11-16T07:13:00.000,Manhattan,SNT BUS INC,0,Yes,No,Yes,2015-11-16T07:13:00.000,2015-11-16T07:15:51.000,Running Late,School-Age,20 min,
2015-2016,1229658,Special Ed AM Run,124D,Q399,Heavy Traffic,28048,2015-11-16T06:30:00.000,2015-11-16T07:13:00.000,Queens,LORINDA ENT. LTD.,0,Yes,No,No,2015-11-16T07:13:00.000,2015-11-16T07:13:33.000,Running Late,School-Age,35 MIN,
2015-2016,1229659,General Ed AM Run,647,R1302,Heavy Traffic,31002,2015-11-16T07:04:00.000,2015-11-16T07:13:00.000,Staten Island,PIONEER TRANSPORTATION CO,0,Yes,No,No,2015-11-16T07:13:00.000,2015-11-16T07:13:44.000,Running Late,School-Age,20-25MINS,
2015-2016,1229660,General Ed AM Run,651,Q2960,Other,29432,2015-11-16T07:07:00.000,2015-11-16T07:14:00.000,Queens,PIONEER TRANSPORTATION CO,4,Yes,No,No,2015-11-16T07:14:00.000,2015-11-16T07:16:25.000,Running Late,School-Age,15 mins,
2015-2016,1229661,Special Ed AM Run,135D,Q976,Heavy Traffic,24081,2015-11-16T06:45:00.000,2015-11-16T07:15:00.000,Queens,LORINDA ENT. LTD.,0,Yes,Yes,No,2015-11-16T07:15:00.000,2015-11-16T07:15:13.000,Running Late,School-Age,35 MIIN,
2015-2016,1229678,Special Ed AM Run,41281,W835,Heavy Traffic,75714,2015-11-16T07:07:00.000,2015-11-16T07:21:00.000,Westchester,"BORO TRANSIT, INC.",0,Yes,No,Yes,2015-11-16T07:21:00.000,2015-11-16T07:21:02.000,Running Late,School-Age,1 HOUR,
2015-2016,1229679,Special Ed AM Run,5105,K442,Heavy Traffic,23392,2015-11-16T07:20:00.000,2015-11-16T07:21:00.000,Brooklyn,L & M BUS CORP (A),0,No,Yes,No,2015-11-16T07:21:00.000,2015-11-16T07:21:11.000,Running Late,School-Age,20 MINS,
2015-2016,1229681,Special Ed AM Run,36,P237,Heavy Traffic,28695,2015-11-16T06:50:00.000,2015-11-16T07:21:00.000,Queens,LOGAN BUS COMPANY INC.,0,Yes,Yes,No,2015-11-16T07:21:00.000,2015-11-16T07:21:56.000,Running Late,School-Age,30 MIN,
2015-2016,1229684,Special Ed AM Run,4024,K183,Other,16409,2015-11-16T07:21:00.000,2015-11-16T07:23:00.000,Brooklyn,L & M BUS CORP. (B2192),0,Yes,Yes,No,2015-11-16T07:23:00.000,2015-11-16T09:37:18.000,Running Late,School-Age,45 MINS,
2015-2016,1229688,Special Ed AM Run,NI01124,K077,Other,14380,2015-11-16T07:20:00.000,2015-11-16T07:24:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",5,Yes,Yes,No,2015-11-16T07:24:00.000,2015-11-16T07:24:56.000,Running Late,School-Age,10,
2015-2016,1229689,Special Ed AM Run,4027,Q037,Other,25490,2015-11-16T07:23:00.000,2015-11-16T07:24:00.000,Queens,L & M BUS CORP. (B2192),0,Yes,Yes,No,2015-11-16T07:24:00.000,2015-11-16T09:36:51.000,Running Late,School-Age,30 MINS,
2015-2016,1229690,Special Ed AM Run,NI1520,N222,Heavy Traffic,75907,2015-11-16T07:08:00.000,2015-11-16T07:24:00.000,Nassau County,"NEW DAWN TRANSIT, LLC (B2",0,Yes,Yes,No,2015-11-16T07:24:00.000,2015-11-16T07:25:16.000,Running Late,School-Age,30 MINS,
2017-2018,1423965,Special Ed AM Run,8914D,X778,Mechanical Problem,11689,2018-03-26T06:32:00.000,2018-03-26T06:41:00.000,Bronx,LITTLE RICHIE BUS SERVICE,0,Yes,No,No,2018-03-26T06:41:00.000,1900-01-01T00:00:00.000,Breakdown,School-Age,,
2017-2018,1423990,Pre-K/EI,2712,AMAC 1,Heavy Traffic,C042,2018-03-26T06:49:00.000,2018-03-26T06:50:00.000,Bronx,SELBY TRANSPORTATION,1,Yes,No,No,2018-03-26T06:50:00.000,1900-01-01T00:00:00.000,Running Late,Pre-K,61-90 Min,
2017-2018,1423995,General Ed AM Run,862,X2358,Heavy Traffic,"08001,08009",2018-03-26T06:49:00.000,2018-03-26T06:51:00.000,Bronx,PIONEER TRANSPORTATION CORP,0,Yes,No,No,2018-03-26T06:51:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,0-15 Min,
2015-2016,1225295,Special Ed PM Run,5051,K682,Heavy Traffic,20062,2015-10-27T13:50:00.000,2015-10-27T13:53:00.000,Brooklyn,"RELIANT TRANS, INC. (B232",0,Yes,Yes,Yes,2015-10-27T13:53:00.000,2015-10-27T13:53:41.000,Running Late,School-Age,20 min,
2015-2016,1229691,Special Ed AM Run,8931D,Q202,Heavy Traffic,26503,2015-11-16T06:45:00.000,2015-11-16T07:25:00.000,Queens,LORINDA ENT. LTD.,0,Yes,Yes,No,2015-11-16T07:25:00.000,2015-11-16T07:25:16.000,Running Late,School-Age,30 MIN,
2015-2016,1229693,Special Ed AM Run,VN24658,X107,Other,12084,2015-11-16T07:02:00.000,2015-11-16T07:26:00.000,Bronx,VAN TRANS LLC (B2192),6,Yes,Yes,Yes,2015-11-16T07:26:00.000,2015-11-16T07:26:07.000,Running Late,School-Age,30mins,
2015-2016,1229694,Special Ed AM Run,31315,K437,Mechanical Problem,22286,2015-11-16T07:14:00.000,2015-11-16T07:26:00.000,Brooklyn,"BORO TRANSIT, INC.",4,Yes,Yes,No,2015-11-16T07:26:00.000,2015-11-16T07:26:14.000,Breakdown,School-Age,,
2015-2016,1229695,Special Ed AM Run,4025,K270,Other,19013,2015-11-16T07:24:00.000,2015-11-16T07:27:00.000,Brooklyn,L & M BUS CORP. (B2192),0,Yes,Yes,No,2015-11-16T07:27:00.000,2015-11-16T09:35:53.000,Running Late,School-Age,30 MINS,
2015-2016,1229696,Special Ed AM Run,4126,Q074,Other,27416,2015-11-16T07:27:00.000,2015-11-16T07:28:00.000,Queens,L & M BUS CORP. (B2192),0,Yes,Yes,No,2015-11-16T07:28:00.000,2015-11-16T09:34:10.000,Running Late,School-Age,25 MINS,
2015-2016,1229697,Special Ed AM Run,8950D,L342,Heavy Traffic,19214,2015-11-16T06:45:00.000,2015-11-16T07:28:00.000,Queens,LORINDA ENT. LTD.,0,Yes,Yes,No,2015-11-16T07:28:00.000,2015-11-16T09:09:21.000,Running Late,School-Age,45 MIN,
2015-2016,1229698,Special Ed AM Run,4132,K096,Other,17181,2015-11-16T07:28:00.000,2015-11-16T07:29:00.000,Brooklyn,L & M BUS CORP. (B2192),0,Yes,Yes,No,2015-11-16T07:29:00.000,2015-11-16T09:33:35.000,Running Late,School-Age,30 MINS,
2015-2016,1229699,Special Ed AM Run,4529,K602,Heavy Traffic,17005,2015-11-16T07:25:00.000,2015-11-16T07:29:00.000,Brooklyn,"RELIANT TRANS, INC. (B232",5,Yes,Yes,Yes,2015-11-16T07:29:00.000,2015-11-16T07:29:29.000,Running Late,School-Age,30mins,
2015-2016,1229701,Special Ed AM Run,1228,P711,Heavy Traffic,26525,2015-11-16T07:20:00.000,2015-11-16T07:30:00.000,Queens,HOYT TRANSPORTATION CORP.,5,Yes,Yes,No,2015-11-16T07:30:00.000,2015-11-16T07:30:20.000,Running Late,School-Age,30 min,
2015-2016,1229705,Special Ed AM Run,4116,K008,Other,13369,2015-11-16T07:30:00.000,2015-11-16T07:31:00.000,Brooklyn,L & M BUS CORP. (B2192),0,Yes,Yes,No,2015-11-16T07:31:00.000,2015-11-16T09:25:23.000,Running Late,School-Age,20 MINS,
2015-2016,1229706,Special Ed AM Run,5737,Q644,Heavy Traffic,30126,2015-11-16T06:50:00.000,2015-11-16T07:31:00.000,Queens,LITTLE RICHIE BUS SERVICE,0,Yes,Yes,No,2015-11-16T07:31:00.000,2015-11-16T07:31:52.000,Running Late,School-Age,30 MIN,
2015-2016,1229707,Special Ed AM Run,1195,J723,Heavy Traffic,75760,2015-11-16T07:30:00.000,2015-11-16T07:32:00.000,New Jersey,"RELIANT TRANS, INC. (B232",7,Yes,No,Yes,2015-11-16T07:32:00.000,2015-11-16T07:32:13.000,Running Late,School-Age,15 MIN,
2015-2016,1229708,Special Ed AM Run,10272,X179,Other,08119,2015-11-16T07:25:00.000,2015-11-16T07:32:00.000,Bronx,CONSOLIDATED BUS TRANS. I,4,Yes,No,Yes,2015-11-16T07:32:00.000,2015-11-16T07:32:48.000,Running Late,School-Age,15-20 MIN,
2015-2016,1229709,Special Ed AM Run,4404,K575,Heavy Traffic,19108,2015-11-16T07:29:00.000,2015-11-16T07:33:00.000,Brooklyn,"RELIANT TRANS, INC. (B232",2,Yes,Yes,Yes,2015-11-16T07:33:00.000,2015-11-16T07:33:24.000,Running Late,School-Age,25mins,
2015-2016,1229710,Special Ed AM Run,NI-0627,K164,Other,32075,2015-11-16T07:30:00.000,2015-11-16T07:35:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",3,Yes,Yes,No,2015-11-16T07:35:00.000,2015-11-16T07:35:26.000,Running Late,School-Age,30 MINS,
2015-2016,1229712,Special Ed AM Run,VN74642,X293,Heavy Traffic,11106,2015-11-16T07:26:00.000,2015-11-16T07:35:00.000,Bronx,VAN TRANS LLC (B2192),12,Yes,Yes,Yes,2015-11-16T07:35:00.000,2015-11-16T07:35:33.000,Running Late,School-Age,30mins,
2015-2016,1229722,Special Ed AM Run,5028,K598,Heavy Traffic,20192,2015-11-16T07:37:00.000,2015-11-16T07:38:00.000,Brooklyn,"RELIANT TRANS, INC. (B232",7,Yes,No,Yes,2015-11-16T07:38:00.000,2015-11-16T07:38:47.000,Running Late,School-Age,10 MIN,
2015-2016,1229724,Special Ed AM Run,HA 9988,M059,Other,06153,2015-11-16T07:36:00.000,2015-11-16T07:38:00.000,Manhattan,HAPPY CHILD TRANS LLC (B2,1,Yes,Yes,No,2015-11-16T07:38:00.000,2015-11-16T07:38:52.000,Running Late,School-Age,90 Mins.,
2015-2016,1229726,Special Ed AM Run,546,L950,Other,22795,2015-11-16T07:39:00.000,2015-11-16T07:39:00.000,Brooklyn,HAPPY CHILD TRANS LLC (B2,3,Yes,Yes,No,2015-11-16T07:39:00.000,2015-11-16T07:39:58.000,Running Late,School-Age,60 min,
2017-2018,1424071,Special Ed AM Run,4451D,Q631,Won`t Start,"26186,26464,26470",2018-03-26T07:05:00.000,2018-03-26T07:06:00.000,Queens,LITTLE RICHIE BUS SERVICE,0,Yes,Yes,No,2018-03-26T07:06:00.000,1900-01-01T00:00:00.000,Breakdown,School-Age,,
2015-2016,1215749,General Ed AM Run,2587,X2149,Heavy Traffic,10141,2015-09-18T07:12:00.000,2015-09-18T07:18:00.000,Bronx,BOBBY`S BUS CO. INC.,0,Yes,Yes,No,2015-09-18T07:18:00.000,2015-09-18T07:30:13.000,Running Late,School-Age,15-20,
2015-2016,1215750,Special Ed AM Run,19246,M136,Heavy Traffic,03474,2015-09-18T07:00:00.000,2015-09-18T07:19:00.000,Manhattan,"BORO TRANSIT, INC.",4,Yes,Yes,No,2015-09-18T07:19:00.000,2015-09-18T07:19:51.000,Running Late,School-Age,10-15mins,
2015-2016,1225822,Special Ed AM Run,1107,X173,Heavy Traffic,08101,2015-10-29T06:32:00.000,2015-10-29T06:37:00.000,Bronx,LORINDA ENT. LTD.,0,Yes,Yes,No,2015-10-29T06:37:00.000,2015-10-29T08:00:20.000,Running Late,School-Age,25,
2015-2016,1228646,Pre-K/EI,52220,B1102A,Weather Conditions,C598,2015-11-10T08:10:00.000,2015-11-10T08:26:00.000,Brooklyn,L & M BUS CORP.,8,Yes,Yes,No,2015-11-10T08:26:00.000,2015-11-10T08:26:02.000,Running Late,Pre-K,40mins,
2015-2016,1228723,Pre-K/EI,899,10,Other,C601,2015-11-10T16:11:00.000,2015-11-10T16:15:00.000,Bronx,"G.V.C., LTD.",4,Yes,Yes,No,2015-11-10T16:15:00.000,2015-11-10T16:15:20.000,Running Late,Pre-K,20MINUTES,
2015-2016,1229727,Pre-K/EI,0083,12 AM,Mechanical Problem,C074,2015-11-16T06:00:00.000,2015-11-16T07:40:00.000,Brooklyn,PENNY TRANSPORTATION,0,Yes,Yes,No,2015-11-16T07:40:00.000,2015-11-16T07:40:27.000,Running Late,Pre-K,30 Minutes,
2015-2016,1229730,Special Ed AM Run,530,L954,Other,14680,2015-11-16T07:42:00.000,2015-11-16T07:40:00.000,Brooklyn,HAPPY CHILD TRANS LLC (B2,2,Yes,Yes,No,2015-11-16T07:40:00.000,2015-11-16T07:40:54.000,Running Late,School-Age,60 min,
2015-2016,1229737,Special Ed AM Run,NI-2587,K102,Heavy Traffic,20163,2015-11-16T07:42:00.000,2015-11-16T07:43:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",5,Yes,Yes,No,2015-11-16T07:43:00.000,2015-11-16T07:43:47.000,Running Late,School-Age,30 MINS,
2015-2016,1229739,Special Ed AM Run,VN74629,X057,Heavy Traffic,07454,2015-11-16T07:42:00.000,2015-11-16T07:44:00.000,Bronx,VAN TRANS LLC (B2192),13,Yes,Yes,Yes,2015-11-16T07:44:00.000,2015-11-16T07:44:33.000,Running Late,School-Age,30mins,
2015-2016,1229740,Special Ed AM Run,5556D,Q704,Other,28662,2015-11-16T07:28:00.000,2015-11-16T07:45:00.000,Queens,LITTLE RICHIE BUS SERVICE,0,Yes,Yes,No,2015-11-16T07:45:00.000,2015-11-16T07:45:02.000,Running Late,School-Age,1 hour,
2015-2016,1229741,Special Ed AM Run,GT1499,Y932,Heavy Traffic,11688,2015-11-16T07:28:00.000,2015-11-16T07:45:00.000,Bronx,"DON THOMAS BUSES, INC. (B",4,Yes,Yes,Yes,2015-11-16T07:45:00.000,2015-11-16T07:45:37.000,Running Late,School-Age,20 MIN,
2015-2016,1229742,Special Ed AM Run,NI-4490,K103,Heavy Traffic,17161,2015-11-16T07:11:00.000,2015-11-16T07:46:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",9,Yes,Yes,No,2015-11-16T07:46:00.000,2015-11-16T07:46:32.000,Running Late,School-Age,30 MINS,
2015-2016,1229743,Special Ed AM Run,1319,M992,Heavy Traffic,06326,2015-11-16T07:47:00.000,2015-11-16T07:47:00.000,Manhattan,LEESEL TRANSP CORP (B2192,3,Yes,Yes,No,2015-11-16T07:47:00.000,2015-11-16T07:47:51.000,Running Late,School-Age,30,
2015-2016,1229744,Special Ed AM Run,GT1480,Y978,Heavy Traffic,09073,2015-11-16T07:32:00.000,2015-11-16T07:47:00.000,Bronx,"DON THOMAS BUSES, INC. (B",4,Yes,Yes,Yes,2015-11-16T07:47:00.000,2015-11-16T07:47:55.000,Running Late,School-Age,25 MINS,
2015-2016,1229746,Special Ed AM Run,10475,M403,Heavy Traffic,05079,2015-11-16T07:40:00.000,2015-11-16T07:48:00.000,Manhattan,CONSOLIDATED BUS TRANS. I,4,Yes,No,Yes,2015-11-16T07:48:00.000,2015-11-16T07:49:11.000,Running Late,School-Age,20-25 MIN,
2015-2016,1229747,Special Ed AM Run,NI0644,K090,Other,17549,2015-11-16T07:40:00.000,2015-11-16T07:48:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",7,Yes,Yes,No,2015-11-16T07:48:00.000,2015-11-16T07:48:32.000,Running Late,School-Age,5,
2017-2018,1424073,Special Ed AM Run,1639,M999,Heavy Traffic,"01450,01616",2018-03-26T07:06:00.000,2018-03-26T07:06:00.000,Manhattan,LEESEL TRANSPORTATION CORP (B2192),0,Yes,Yes,No,2018-03-26T07:06:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,31-45 Min,
2017-2018,1424094,Special Ed AM Run,1322,M921,Heavy Traffic,02380,2018-03-26T07:10:00.000,2018-03-26T07:10:00.000,Manhattan,LEESEL TRANSPORTATION CORP (B2192),0,Yes,Yes,No,2018-03-26T07:10:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,31-45 Min,
2017-2018,1424108,Special Ed AM Run,3107,J726,Heavy Traffic,"75003,75140",2018-03-26T07:11:00.000,2018-03-26T07:12:00.000,New Jersey,"RELIANT TRANSPORTATION, INC (B2321)",0,Yes,Yes,Yes,2018-03-26T07:12:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,16-30 Min,
2017-2018,1424109,Special Ed AM Run,594D,Q568,Flat Tire,"24073,24488,24612",2018-03-26T07:11:00.000,2018-03-26T07:12:00.000,Queens,LITTLE RICHIE BUS SERVICE,0,Yes,Yes,No,2018-03-26T07:12:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,31-45 Min,
2017-2018,1424110,Special Ed AM Run,1433,M510,Heavy Traffic,"02655,02667,02908",2018-03-26T07:12:00.000,2018-03-26T07:12:00.000,Manhattan,LEESEL TRANSPORTATION CORP (B2192),0,Yes,Yes,No,2018-03-26T07:12:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,31-45 Min,
2015-2016,1214807,Special Ed AM Run,5565D,X765,Mechanical Problem,11455,2015-09-16T07:24:00.000,2015-09-16T07:28:00.000,Bronx,LITTLE RICHIE BUS SERVICE,1,Yes,Yes,No,2015-09-16T07:28:00.000,2015-09-16T07:28:07.000,Breakdown,School-Age,,
2015-2016,1215751,General Ed AM Run,2661,X2119,Other,11103,2015-09-18T07:10:00.000,2015-09-18T07:20:00.000,Bronx,BOBBY`S BUS CO. INC.,0,Yes,Yes,No,2015-09-18T07:20:00.000,2015-09-18T07:20:48.000,Breakdown,School-Age,,
2015-2016,1226019,Pre-K/EI,1210,P-10,Heavy Traffic,S010,2015-10-29T07:40:00.000,2015-10-29T07:49:00.000,Brooklyn,FIRST STEPS,8,Yes,Yes,No,2015-10-29T07:49:00.000,2015-10-29T07:49:08.000,Running Late,Pre-K,10 MIN,
2015-2016,1215752,Special Ed AM Run,5769D,P633,Other,26464,2015-09-18T07:19:00.000,2015-09-18T07:20:00.000,Queens,LOGAN BUS COMPANY INC.,3,Yes,Yes,No,2015-09-18T07:20:00.000,2015-09-18T07:20:57.000,Running Late,School-Age,20,
2015-2016,1228748,Special Ed AM Run,2107,K293,Other,17403,2015-11-12T06:20:00.000,2015-11-12T06:19:00.000,Brooklyn,EMPIRE STATE BUS CORP.,0,Yes,Yes,No,2015-11-12T06:19:00.000,2015-11-12T06:19:25.000,Running Late,School-Age,,
2015-2016,1229748,Special Ed AM Run,1305,J728,Other,75565,2015-11-16T07:41:00.000,2015-11-16T07:48:00.000,New Jersey,"RELIANT TRANS, INC. (B232",2,No,Yes,Yes,2015-11-16T07:48:00.000,2015-11-16T07:48:20.000,Running Late,School-Age,20 minutes,
2015-2016,1229749,Special Ed AM Run,NI-4405,K042,Other,22286,2015-11-16T07:48:00.000,2015-11-16T07:49:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",4,Yes,Yes,No,2015-11-16T07:49:00.000,2015-11-16T07:49:32.000,Running Late,School-Age,30 MINS,
2015-2016,1229750,Special Ed AM Run,101,W715,Heavy Traffic,75550,2015-11-16T07:48:00.000,2015-11-16T07:50:00.000,Westchester,MAR-CAN TRANSPORT CO. INC,3,Yes,Yes,No,2015-11-16T07:50:00.000,2015-11-16T07:51:26.000,Running Late,School-Age,10 mins,
2015-2016,1229751,Special Ed AM Run,1706,M035,Heavy Traffic,03480,2015-11-16T07:42:00.000,2015-11-16T07:50:00.000,Manhattan,PHILLIP BUS CORP (B2192),1,Yes,No,No,2015-11-16T07:50:00.000,2015-11-16T07:50:35.000,Running Late,School-Age,30min,
2015-2016,1229752,Special Ed AM Run,V89,X718,Heavy Traffic,12486,2015-11-16T07:48:00.000,2015-11-16T07:50:00.000,Bronx,PIONEER TRANSPORTATION CORP,4,Yes,No,No,2015-11-16T07:50:00.000,2015-11-16T08:03:40.000,Running Late,School-Age,13 minutes,
2015-2016,1229754,Special Ed AM Run,5830D,Q421,Other,24075,2015-11-16T07:40:00.000,2015-11-16T07:51:00.000,Queens,LITTLE RICHIE BUS SERVICE,0,Yes,Yes,No,2015-11-16T07:51:00.000,2015-11-16T07:51:06.000,Running Late,School-Age,1 hour,
2015-2016,1229755,Special Ed AM Run,2601,L524,Heavy Traffic,17246,2015-11-16T07:46:00.000,2015-11-16T07:51:00.000,Queens,"RELIANT TRANS, INC. (B232",5,Yes,Yes,Yes,2015-11-16T07:51:00.000,2015-11-16T07:51:51.000,Running Late,School-Age,25min,
2015-2016,1229756,Special Ed AM Run,1716,M102,Heavy Traffic,02909,2015-11-16T07:50:00.000,2015-11-16T07:52:00.000,Manhattan,PHILLIP BUS CORP (B2192),3,Yes,No,No,2015-11-16T07:52:00.000,2015-11-16T07:52:17.000,Running Late,School-Age,20min,
2015-2016,1229757,Special Ed AM Run,50072,X519,Heavy Traffic,09028,2015-11-16T07:50:00.000,2015-11-16T07:53:00.000,Bronx,"BORO TRANSIT, INC.",8,Yes,No,Yes,2015-11-16T07:53:00.000,2015-11-16T07:53:02.000,Running Late,School-Age,25 MIN,
2015-2016,1229758,Special Ed AM Run,18,W718,Heavy Traffic,75847,2015-11-16T07:50:00.000,2015-11-16T07:53:00.000,Westchester,MAR-CAN TRANSPORT CO. INC,3,Yes,No,No,2015-11-16T07:53:00.000,2015-11-16T07:54:40.000,Running Late,School-Age,10/15MINS,
2015-2016,1229759,Special Ed AM Run,NI-2116,K286,Heavy Traffic,32075,2015-11-16T07:51:00.000,2015-11-16T07:54:00.000,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",11,Yes,Yes,No,2015-11-16T07:54:00.000,2015-11-16T07:54:48.000,Running Late,School-Age,30 MINS,
2015-2016,1229760,Special Ed AM Run,588,L836,Heavy Traffic,22902,2015-11-16T07:52:00.000,2015-11-16T07:54:00.000,Brooklyn,HAPPY CHILD TRANS LLC (B2,3,Yes,Yes,No,2015-11-16T07:54:00.000,2015-11-16T07:54:42.000,Running Late,School-Age,60 min,
2015-2016,1229761,Special Ed AM Run,116,W658,Heavy Traffic,75419,2015-11-16T07:53:00.000,2015-11-16T07:55:00.000,Westchester,MAR-CAN TRANSPORT CO. INC,1,Yes,Yes,No,2015-11-16T07:55:00.000,2015-11-16T07:56:45.000,Running Late,School-Age,15 mins,
2017-2018,1424111,Special Ed AM Run,9986,M059,Heavy Traffic,"05036,05125,05129",2018-03-26T07:10:00.000,2018-03-26T07:12:00.000,Manhattan,HAPPY CHILD TRANS LLC (B2192),1,Yes,Yes,No,2018-03-26T07:12:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,16-30 Min,
2017-2018,1424117,Special Ed AM Run,44127,W828,Heavy Traffic,75944,2018-03-26T07:12:00.000,2018-03-26T07:13:00.000,Westchester,"MONTAUK STUDENT TRANS, INC. (B2321)",0,Yes,Yes,Yes,2018-03-26T07:13:00.000,2018-03-26T08:58:21.000,Running Late,School-Age,16-30 Min,90547608
2017-2018,1424118,Special Ed AM Run,1315,M038,Heavy Traffic,"01450,01616",2018-03-26T07:13:00.000,2018-03-26T07:13:00.000,Manhattan,LEESEL TRANSPORTATION CORP (B2192),0,Yes,Yes,No,2018-03-26T07:13:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,31-45 Min,
2017-2018,1424119,Special Ed AM Run,5122,X735,Heavy Traffic,11455,2018-03-26T07:11:00.000,2018-03-26T07:13:00.000,Bronx,"RELIANT TRANSPORTATION, INC (B2321)",0,Yes,Yes,Yes,2018-03-26T07:13:00.000,1900-01-01T00:00:00.000,Running Late,School-Age,46-60 Min,
2015-2016,1215072,Special Ed AM Run,142,W633,Heavy Traffic,75670,2015-09-16T08:30:00.000,2015-09-16T08:38:00.000,Westchester,MAR-CAN TRANSPORT CO. INC,2,Yes,No,No,2015-09-16T08:38:00.000,2015-09-16T08:38:01.000,Running Late,School-Age,40MINS,
2015-2016,1215754,Special Ed AM Run,1109,M179,Heavy Traffic,06322,2015-09-18T06:20:00.000,2015-09-18T07:21:00.000,Manhattan,LEESEL TRANSP CORP (B2192,2,Yes,Yes,No,2015-09-18T07:21:00.000,2015-09-18T07:21:52.000,Running Late,School-Age,45min,
2015-2016,1229762,Pre-K/EI,8001,1209A,Other,C997,2015-11-16T07:41:00.000,2015-11-16T07:55:00.000,Brooklyn,L & M BUS CORP.,2,Yes,Yes,Yes,2015-11-16T07:55:00.000,2015-11-16T09:08:08.000,Running Late,Pre-K,40 mins,
2015-2016,1229763,Special Ed AM Run,1333,M751,Heavy Traffic,03464,2015-11-16T07:55:00.000,2015-11-16T07:55:00.000,Manhattan,LEESEL TRANSP CORP (B2192,4,Yes,Yes,No,2015-11-16T07:55:00.000,2015-11-16T07:55:59.000,Running Late,School-Age,20,
